review,sentiment
"Okay, I grew up on Who, but haven't loved a Doctor since Tom Baker. Christopher Eccleston made me love Who again and I'll be furious with him forever for leaving. <br /><br />The writing is grand, the acting superb, the directing (which was dreadful in the old days) is just fantastic. I was very skeptical about this programme, and watched it merely out of being forced, but am now a huge fan and love it (I have a ringtone of a Dalek screaming ""Exterminate"" then). <br /><br />A few of the things I love about the new programme -- 1) people actually notice when Rose (Billie Piper) disappears off the planet. Some of the old shows an assistant would drop off for a while, and then come home like nothing has happened, no one noticed. 2) Chris Eccleston's doc loves Rose -- romantic or not will be debated, but there is no doubt that 9 loves and cares about his companion. He'd destroy the world if he had to to save her, which the old show was lacking -- often a doctor wouldn't care if he never saw his assistants again. 3) They talk and think like real people -- when Rose is shown something outlandish or new (such as aliens) she acts like a real person would -- gobsmacked. I never liked it when an assistant from the old show, who never saw anything alien, would just fit right in and adapt instantly. I want to see the surprise on Rose's face when she sees a plastic dummy come to life. She gives that to me. <br /><br />The few things I don't like about this series: 1)nearly everything happens on earth (London or Cardiff) and I was sort of hoping for a more off-world sort of show. 2) That Eccleston left so quickly, he really made the show brilliant. <br /><br />But I can let those few things go -- I far more enjoy the series than I ever expected to, so I don't mind if they have stuff set on earth. <br /><br />Just don't take this show seriously -- it's fun, it's smart, it's entertaining, but it's not a super-serious heavy duty show. It's pure fun, and pure British, and I can't get enough. Watch it with an open mind, and just put your brain into neutral and enjoy!<br /><br />ps -- don't watch series 2 or later. series 1 was brilliant, the first few episodes of series 2 were good, but don't watch it once it gets to Love and Monsters. Utter rubbish, completely destroys the show.",positive
"Don't watch this film while, or soon after, eating.<br /><br />Having said that, Begotten will stick with you for the rest of your life, like it or not. Based on the nihilistic philosophy that life is nothing more than man spasming above ground (to paraphrase the title sequence/introduction), this will more than likely contain the most intense and grisly imagery you'll ever see in a film.<br /><br />There is no dialogue, only image after image describing the cycle of life. The film's combination of stark black and white photography compounded with some truly creepy background sounds work to drive home the maker's message.<br /><br />The movie begins with God (portrayed as a bandaged and obviously insane man) slicing open his torso with a straight razor and subsequently dying in his own filth. After his death, Mother Nature emerges from his corpse to impregnate herself with his blood and semen and gives birth to Man, represented by a maggot of a human convulsing on the earth.<br /><br />The landscape is a barren waste, populated by hulking shrouded humanoids who eventually happen upon Mother Nature and Man. After a slew of violent scenes depicting the rape of Nature and destruction of Man, these humanoids proceed to pound the remains of the corpses back into the ground, and the cycle of life begins anew.<br /><br />I actually rented this from Blockbuster one night, based on the cover art and hype content, but this is definitely not a Blockbuster-type film. Don't expect narrative, dialogue or any pulled punches. This is intense imagery based on a dark subject.<br /><br />I give this movie some high marks for the filmwork and audio, but I don't think I'll be watching it too often, if again. I like my movies dark and unique, but this one is exponentially more than I expected.",positive
"Low-budget murder mystery about a Public Defender trying to clear his client of a murder the man had been convicted of 12 years previously. Complicating things is the fact that he escaped custody after his conviction, but the PD believes the man to be innocent of the murder and works to find the real killer. Gig Young as the PD is okay, and James Anderson as the convicted killer is actually pretty good, but the picture as a whole just rambles along with little suspense, and despite some good character actors in the cast, the performances are generally below par. Director George Archainbaud was apparently more at home making westerns--he was churning out Gene Autry's TV series at Columbia at around this time--but even if he had tried to inject any liveliness into this picture, the hack script would have defeated his attempts. Average at best, the film climaxes with a courtroom scene that's straight out of an episode of ""Perry Mason"" and is just as predictable.",negative
"A comparison between this movie and 'The Last Detail' is made by some, but 'Chasers' is flatter than a stretch of Interstate highway in west Texas. And like the scenery in the desert, there's nothing much to distinguish it, not even the fact that a female prisoner is being transported by two navy escorts this time around. No one in the cast comes off too well; with this lame script that's not surprising. Dennis Hopper, the director, won't give much space to this one if he ever writes a memoir, I don't think.",negative
"Well I don't know where to begin. Obviously this was a made for TV movie, so my expectations were low. I was pleasantly surprised by the overall direction of the second hour, but anything before or after that seemed to be a paint by the numbers sort of movie.<br /><br />And talk about bad chemistry between the tow lovebird detectives. ..<br /><br />I would go more in depth, but this movie doesn't really deserve it. Grade: D+ (IMDB rating 3/10)",negative
"Two Hands is a highly enjoyable Aussie crime caper, which ultimately succeeds by the way the film easily combines tense dramatic moments, with very funny characters and situations, to give the film the right balance and feel. The comedy of the film occurs naturally, and the laughs haven't been set up too elaborately & haven't been too worked at. It really is very funny, thanks to the fact that each character in the movie is excellently cast, and that each actor/actress recognises and can relate to the Aussie humor. They portray it very well and very realistically. Of course, they're helped out immensely by a fantastic script by writer/director Gregor Jordan. I was reading another review of this film by an American who had seen it, and he heavily criticised it, basically passing it off as a Pulp Fiction clone. I think that that's just rubbish. This film isn't trying to be Pulp Fiction, the feel and style of each of this excellent films are totally opposite. Without wanting to sound superior or arrogant, I think to fully understand this film; the humor, the sincerity, the characters, etc....you have to be Australian, or at least understand the culture, which the other guy obviously didn't have the faintest clue about. Some Americans, whose reviews of certain non-American films, seem ignorant to (and have trouble comprehending) anything that isn't an American product. It's a real shame, because this is a really great film. The love story featured between the main character and the girl is also portrayed in a very real, sincere and sweet way. I'm very proud to have this film in my collection. 4.5 out of 5.",positive
"A gritty presentation of the decay of family values and human dignity in the wake of Soviet communism, Vasili Pichul's 1988 film Little Vera is a landmark film of modern Russian cinema. Pichul's brutal drama marks a strong departure from the images of sanitized idealism promoted in Soviet times (as in Aleksandrov's Circus), brashly moving the social chaos of his time into the public spotlight. A contemporary Ukrainian setting further intensifies the effect, first by the immediacy of the film to its time period, second by its utilization of a locale not only struggling for identity in lieu of a Soviet system, but also as a nation distinct from the Russian idiom that had dominated the U.S.S.R.<br /><br />Vera, the film's title character and protagonist, is a rebellious adolescent girl with a ""dysfunctional"" family including a hard-drinking father and a mother care-worn. Rejecting her would-be beau Andrei, Vera begins a destructive (and primarily sexual) relationship with a college student named Sergei. Despite her parents' dislike for the lazy Sergei, and despite Sergei's rude contempt for her parents, he moves into their cramped apartment. Tensions escalate until Vera's father drunkenly stabs Sergei. Vera must decide if she will stay loyal to her intolerable family by testifying her father acted in self-defense, or continue to support and defend the ever-detached Sergei. <br /><br />Unbearable in almost every imaginable way, Little Vera masterfully captures and communicates the inescapable void left in social life after the collapse of communism. The sexual aggressiveness of the film (it was the first film to show explicit sex) combined with the unrelenting presentation of social reality (a marked distinction from the socialist realism demanded by Stalin) effectively confronted the conditions of former-Soviet life. Most interesting, however, was public reception. While many wrote hate mail to the director and star, the film was wildly popular. Here the double-edged nature of ""film as social criticism"" emerges: if done correctly, the film will make the audience uncomfortable. Because no easy solution presents itself, some viewers will hate the film and filmmakers for ""bringing up"" the issue. Many films come to mind as somewhat comparable in this regard: Larry Clark's Kids, Harmony Korine's Gummo, even popular movie's such as John Hughes' Breakfast Club. <br /><br />I recommend this film to those viewers for whom the prospect of nearly two hours excruciating domestic conflict and social miasma is not overly daunting. The film is absolutely beautiful, and incredibly challenging. Despite the difficulties of watching the film, some moments within it are profoundly beautiful. Of course, the socio-historic and cultural significance of the film cannot be overlooked, and in fact operate as an even more assertive reason for watching this film.",positive
"Ostensibly a story about the young child of Jimmy Stewart and Doris Day. The kid gets kidnapped to keep his parents quiet. They know something about a plot to assassinate the ambassador of an unnamed country during a performance at Albert Hall in London.<br /><br />The movie is rich in Hitchcockian incidents. A friendly but opaque Frenchman seems to grill the innocent Stewart -- a doctor from Indiana -- a little too intensely to be merely idly curious. Later the Frenchman shows up in Arab disguise, a knife in his back, and whispers some information about the murder plot to Stewart. Stewart tells his wife -- Doris Day looking very saucy indeed -- but refuses to cooperate with the police and risk his son's life.<br /><br />Instead the couple try to track down the assassins, buy them off, and get their son back, taking them from Morocco, where Hitchcock has given us his usual tourist's eye view of the customs, locations, and food, to London. There is a hilarious wild goose chase involving a set-to between Stewart and the staff of a taxidermy shop. The staff are more concerned about guarding their half-stuffed specimens than anything else, and they shuffle around protectively holding the carcasses of a leopard and a swordfish. In the course of the scuffle, Stewart manages to save his throat from being cut by the swordfish bill, but is bitten on the hand by a stuffed tiger, the action boosted along by Bernard Hermann's bumptious score. The scene ends with Stewart rushing out the door. Hitchcock ends it with a shot of a lion's head gaping at the slammed door. There is also a running gag, well done, about some visitors waiting around the couple's hotel room in London, waiting for things to be explained.<br /><br />There are two serious issues that are lightly touched on. One is the relationship between Stewart and Day, which is not as rosy as it ought to be, considered as a bourgeois ideal. She's been a stage musical star for some years and is internationally known. And she's given it all up to marry an ordinary guy who happens to be a doc. That's understandable in, say, a nurse or a flight attendant or almost any woman other than an international star with a promising career in her own right. It isn't delved into, but the edginess is noticeable, as it was not in the original version. It reminds me a little of an exchange between Joe Dimaggio and his then-wife Marilyn Monroe, who had just returned from entertaining the troops in Korea. ""Oh, Joe,"" she gushed, ""did you ever see ten thousand people stand up and cheer?"" ""Seventy thousand,"" muttered Joe, former hero of the New York Yankees.<br /><br />The second problem is one of allegiance. Who is of greater social value? One's own young son? Or an unknown ambassador. Do we put ourselves or our loved ones at risk for the sake of national stability? Day is faced with this dilemma in its starkest form at the climax in the Albert Hall. Her solution opts for allegiance to political stability, although her motives are problematic. Does she scream to save the ambassador's life, or does she do so just to release the anxiety that is overwhelming her? (Cf: Alec Guiness falling on the detonator at the end of ""The Bridge on the River Kwai."") The photography is extremely good, and the settings can be menacing, even on a quiet street in a residential neighborhood of London. It's mid-day, and Stewart is alone and determined, but frightened too. There are footsteps echoing on Gulliver Street from someone, somewhere. Is he being followed? Is his life in danger? And where the hell is everybody who lives on this street? Hitchcock pays such close attention to location details that we can make out the garden wall bonding of the bricks beside him.<br /><br />The director had a rare disagreement with Francois Truffaut while being interviewed for Truffaut's otherwise laudatory book. Truffaut argued that the earlier version of ""The Man Who Knew Too Much"" lacked the depth of the later version. Hitchcock replied, ""It seems to me you want me to make films for the art house audience,"" but finally agreed that the 1930s version was the work of a talented amateur and this version was the work of a professional. No argument there.<br /><br />This is Hitchcock pretty much near his zenith.",positive
"This is not an entirely bad movie. The plot (new house built next door seems to be haunted) is not bad, the mood is creepy enough, and the acting is okay. The big problem I had is that, being familiar with Lara Flynn Boyle (from Twin Peaks and other shows), I couldn't get over how different she looks with her apparently new, big lips. I kept staring at them. They look so out of place on her face! They make her look completely different (and not better).<br /><br />Mark-Paul Gosselaar, the actor who plays Kim the architect who designs and pours his heart and soul into the house, does a fine job. And Lara (as Col) is also quite good (but those lips!) as the owner of the house next door. Her husband, Walker (Colin Ferguson) is appropriately wooden. The various characters who live in the house were also fine. I particularly liked Pie (Charlotte Sullivan) and her husband, Buddy (Stephen Amell), the first people to move into the house. The attempt to involve us in the overall neighborhood vibe fails, unfortunately, as the other neighbors are not particularly likable.<br /><br />For some reason the director was unable to make the ""haunted"" house particularly ominous. Other movies (such as Amityville Horror, The Legend of Hell House) manage to achieve that spooky feel, but it just doesn't happen here. The closest is when Col paints a depiction of the house.<br /><br />Another thing that didn't work for me is the plot twist that occurs with Kim, the architect. Initially, he appears to be a victim of the house like the others (it has sucked him dry of inspiration), but later he seems to have joined forces with it in evil.<br /><br />Overall, not a bad movie for horror fans if you can take your eyes off those big lips!",negative
"This movie had it all,action,comedy,heroics,and best of all some of the finest actors.Gunga Din will remain a classic to be enjoyed by all who like good movies.Excellent picture,i have it in my collection.",positive
"With all this stuff going down at the moment with MJ i've started listening to his music, watching the odd documentary here and there, watched The Wiz and watched Moonwalker again. Maybe i just want to get a certain insight into this guy who i thought was really cool in the eighties just to maybe make up my mind whether he is guilty or innocent. Moonwalker is part biography, part feature film which i remember going to see at the cinema when it was originally released. Some of it has subtle messages about MJ's feeling towards the press and also the obvious message of drugs are bad m'kay.<br /><br />Visually impressive but of course this is all about Michael Jackson so unless you remotely like MJ in anyway then you are going to hate this and find it boring. Some may call MJ an egotist for consenting to the making of this movie BUT MJ and most of his fans would say that he made it for the fans which if true is really nice of him.<br /><br />The actual feature film bit when it finally starts is only on for 20 minutes or so excluding the Smooth Criminal sequence and Joe Pesci is convincing as a psychopathic all powerful drug lord. Why he wants MJ dead so bad is beyond me. Because MJ overheard his plans? Nah, Joe Pesci's character ranted that he wanted people to know it is he who is supplying drugs etc so i dunno, maybe he just hates MJ's music.<br /><br />Lots of cool things in this like MJ turning into a car and a robot and the whole Speed Demon sequence. Also, the director must have had the patience of a saint when it came to filming the kiddy Bad sequence as usually directors hate working with one kid let alone a whole bunch of them performing a complex dance scene.<br /><br />Bottom line, this movie is for people who like MJ on one level or another (which i think is most people). If not, then stay away. It does try and give off a wholesome message and ironically MJ's bestest buddy in this movie is a girl! Michael Jackson is truly one of the most talented people ever to grace this planet but is he guilty? Well, with all the attention i've gave this subject....hmmm well i don't know because people can be different behind closed doors, i know this for a fact. He is either an extremely nice but stupid guy or one of the most sickest liars. I hope he is not the latter.",positive
"I can say without a shadow of a doubt that Going Overboard is the single worst film i have ever seen, and yes, I have seen Cujo. Adam Sandler is an abomination as Schecky Moskowitz, a wannabe comedian working on a cruise liner. That's the plot.<br /><br /> That's it! Nothing else in the film makes sense, it's all over the place like a mad man's breakfast, and not in a wacky naked gun kind of way, but more of a frustrating, 'throw both shoes at the t.v' kind of way. even General Noriega makes an appearance, for no reason i can comprehend (it certainly wasn't for humour). Add to the mix Miss Australia, who has the worst Australian Accent i've ever heared, and you have something which i won't call the worst film ever made, because Going overboard doesn't even fit the basic definition of a film. I highly recomend seeing this film, as it will elevate the standing of every bad film you ever see. I guarantee the first thing you'll say after seeing a bad film will be ""at least it wasn't as bad as Going Overboard"".",negative
"Well, this movie actually did have one redeeming quality. It made up the funniest season one episode of MST3K. I wish Rhino had released this one instead of ""The Crawling Hand.""",negative
"and shot in Vancouver with the 'mountains' of the low country of South Carolina visible in the background. For heaven's sake, they should have reset the location. There are no coastal mountains in South Carolina. Period.<br /><br />Lame visuals. They should have been beautiful. And the story limped along.<br /><br />I really don't understand why it was such a hit as a book, although I have to admit it's one I haven't read as yet. Usually I read the book and give the film a miss. There was nothing in this movie that made me want to buy the book, or even borrow it from the library.<br /><br />Verdict: The Mermaid Chair seemed pretty shallow to moi.",negative
"It's strange what fate does to some people. While looking in the discount bin at a DVD retailer, I came across a copy of Deadly Instincts. Being a collector of any film that is either sci-fi, horror or featuring alien monsters, I decided to buy it (not to mention the fact that it cost five dollars  a bargain, believe me). After viewing it, I came to the opinion that it was nothing special. But after doing some research on the Internet, I discovered that the film was actually called Breeders & was a remake of the Tim Kincaid horror flick that menaced video stores in the mid-1980s. Which I've already seen. My appreciation of ""Deadly Instincts"" grew following that discovery.<br /><br />A meteorite crashes on the lawn next to a private girls' college. The sole teacher there, Ashley (played by Todd Jensen  that's right, the guy who gets turned into a cyborg in the cult flick CYBORG COP four years earlier), notices that some of the students are beginning to disappear, while encountering a black-haired woman with a scarred face & wearing a kinky leather outfit. His investigation reveals that an alien creature had hitched a ride on the meteorite & had come to Earth to breed using the local womenfolk. Along with a local detective who believes him to be responsible for the disappearances, Ashley tries to stop the monster.<br /><br />The original BREEDERS, directed by Tim Kincaid (who would leave the genre to make gay porn), was a sci-fi / horror film which was actually a thinly-veiled soft-core porn film designed to take skin flicks to genre fans. It is, in my belief, one of the worst films made in the 1980s. Why anyone would want to remake it is quite a mystery.<br /><br />This remake is actually a better effort than its low-budget source. The film, which takes the basic concept of an alien monster trying to interbreed with human women, eliminates any pornographic elements. In fact, the film is actually very tame. There are no sex scenes, no nudity (even during the shower scene), swearing & violence are kept to a minimal level & there is no gore (which may cheat gorehounds). This makes the remake a film safe for the whole family, that is if the kids aren't scared by alien monsters (which brings me to the film's M 15+ rating, which seems a bit much).<br /><br />Tameness of subject matter aside, the film does have some faults. The script, while featuring some good characterizations, has a number of holes so big you can crash a meteor through.<br /><br />What? You're mad at me for that? Come on, this review needed a bad pun so it will remain interesting.<br /><br />Anyway, the film's setting is one problem the script failed to fix  the film is set in Boston but the buildings don't look like they belong in Boston. Something about the architecture ain't right. Another thing is the college itself, with a rather large building housing about twenty students (all female, of course) & only having one class  art. The only teacher there has a relationship with a student (& so does the janitor!), which somehow escapes the attention of the principal. Not to mention the cops, who are so one-dimensional (& stupid) that the real Boston PD would have a good case if they ever decided to sue. Oh, & the meteor well the chance that a meteor which is sent from Saturn (check the opening credits) reaches Earth with no onboard propulsion is astronomical. That doesn't include the chances that any passengers in the meteor will survive the landing.<br /><br />As far as the acting goes, Todd Jensen gives a dependable performance as the heroic teacher while the late Kadamba Simmons (who was murdered by her boyfriend shortly before the film came out) cuts a striking figure in that leather outfit, as well as proving she can act. The visual effects are run-of-the-mill, with credits due to the filmmakers for bringing us a cool-looking monster.",negative
"I have watched this film twice now and think its quite good for the limited equipment used to create this film. (filmed in 1947) Dr. Heyerdahl explains his theory about the migration of south American Pre-Colubian Indians to the Polynesia's islands by way raft fell of large balsa trees. This documentary follows Dr. Heyerdahl and crew as they select balsa trees in Equidor and float with them down river to the pacific for assembly in Peru. They launch off on a 101 day sea adventure testing the strength of their primitive raft surviving only by means available to natives of that era. See for yourself, a real adventure!",positive
"I really have problems rating this movie. It is directed brilliantly, there is obviously a lot of money in it. Gere and Danes are intense (although her screen personality could use a bit more defining and spicing up), editing and cinematography are excellent. On the other hand, it is one of those really really sick movies where one cannot help but wonder whether the director himself likes to stage specific scenes, and, yes, one cannot help but wonder how many copycats will such a movie inspire.<br /><br />In purely artistic terms, it is a 9, but I really have to ask myself who these people are giving their money to produce such a movie ....",negative
"A swedish splatter movie? Has the world gone insane?<br /><br />Probably not, but it's still not a common sight in these days with swedish gore-flicks, the b-movie business in Sweden seems to have troubles these days, long gone are the golden days of ""Rymdinvasion i lappland"". And this movie seems to have some troubles on its own: it's just too much talk in it, it still manages to be somewhat amusing mainly for the good FX, which are great for a b-movie. The script and most of the acting is still pretty bad though, but that actually don't matter that much, it's supposed to be a gore flick and nothing more, that's where it goes a bit wrong for some reason. There's is simply not enough blood to fill the void. <br /><br />Every person who know about Gert Fylking will have a good laugh over his role as a sgt. though. I nearly laughed my ass off. It's really that hilariously bad. <br /><br />Besides the good parts I've listed there's really nothing else to recommend here unless you're starved for swedish B-movies.<br /><br />4/10",negative
"OK. Who brought the cheese. I love it. During it's run it became a phenomenon. The Anorexic Twins became popular.Bob Saget started making a paycheck (Instead of his REALLY funny stand-up). And people knew who Dave Coulier was. This is when life was good and simple. This is one of the great American classics. It was humorous and always brought home a good lesson. And this is where I differ from the norm: I liked the last few seasons. Like Home Improvement, when children get older there are a lot more you can do with the script. This is why I dare say...It could have gone much later than it did. But anyway. I gave it an 8/10 because of its wholesome, funny story lines, and because of Bob Saget!",positive
"Any time a movie is so myopic in its desire to present a particular ending or viewpoint that it simply doesn't bother with an actual story, it's annoying. Those are the types of movies where the ending or viewpoint is conceived first, and the story simply tacked on. For this reason we often talk of the story ""jumping through hoops"" as it twists about, trying in vain to progress to the preordained ending in a logical fashion.<br /><br />The story in ""Comet Over Broadway"" doesn't just jump through hoops, it's a three ring circus. It's so ludicrous, so ill-conceived, so disingenuous that, if you are prone to speaking aloud to the screen, you will be carrying on quite a rant before it's through.<br /><br />The central theme of this screenplay cesspool is that of a woman choosing between family and profession. Since it's all so horribly muddled it will end up offensive to people of either opinion. So, in the end there's no point to the story, the theme becomes irrelevant and, as is often the case with poor screenplays, the acting doesn't save a thing.",negative
"I recently stumbled across a TV showing of ""Passion...."" (having missed the opening scenes). Ms Currier in to be praised for having the vision and courage to bring such a strange de Balzac tale to the screen. I am grateful to the entire cast and crew for their parts in producing such a thoroughly fine motion picture. It must have been arduous shooting so many scenes in the desert. And I cannot comprehend how her trainer coaxed such a fine ""performance"" from the leopard, Simoon. (This adverture calls to mind another suspenseful adventure, ""Naked Prey""). Why isn't this film more well-known?. Hope I can find it on video.",positive
"This film is a brilliant retelling of Shakespeare's classic love story, complete with ""kinky sex, body piercing, and dismemberment"". It does follow the same spirit as all the other Troma movies [except Combat Shock...That sucker was depressing] but it's not only for Troma fans. Anybody who appreciates lowbrow visuals and a hilarious script will without a doubt fall in love with this movie.<br /><br />Don't expect pretentious, artistic-wannabe crap like the version of R&J with Claire Danes and Leo DiCaprio; this one knows its a silly movie and draws its humor from that. The acting is also surprisingly good, and you can just feel Sammy Capulet's pain as he tries to put his brain back into his head.<br /><br />The soundtrack, which contains many original and high-energy bands like The Wesley Willis Fiasco, Supernova, and The Meatmen is also four-star. This movie should be viewed by all, because it remains faithful to the original story while still being jam-packed with Troma's trademark gore/sex humor.",positive
"It was very refreshing to watch this beautiful movie. The director maintained focus on the main subject without venturing into side plots (the doctor's family or stories of the other hospital patients), that are so typical of Bollywood assembly-line products. He kept the narrative simple to comprehend and made sure all the actors are true to the characters that they are supposed to portray. The rustic ways of the grandfather in the clinic, the cold and unemotional behavior of the surgeon, the zeal of the social worker gave the movie a feel of genuineness. I am also glad that the director did not fall for the temptation of adding songs or special effects and reduce it to the level of Anand or Safar. A couple of scenes toward the end of the movie, such as the boy visiting other blind children and a blind worker's workplace and also the final scene where the boy claps at the sound of splashing and birds chirping are sure make your eyes misty.<br /><br />Many Bollywood players do not realize that Oscar committee members value simplicity of the subject and genuineness and brevity of the movie more than the glitz and glamor. Shwaas is certainly a better nomination than Lagaan, which dealt with a subject that has already been beaten to death. No MPAA member is willingly going to suffer through 4 hours of jingoistic drama and a lot of song and dance.<br /><br />I look forward to more movies from director Sandeep Sawant in the future.",positive
"Maybe it's just a personal affection for this screen version of the Mika Waltari novel, or a fondness for things Egyptian (I grew up loving to visit the mummies in Boston's Museum of Fine Arts) but I think Maltin is a tad tough on this rather good film. The production values are great regarding color and cinematography, and it appears some effort went into historical authenticity (much of it from the novel, I'm sure). Purdom is admittedly a bit stiff in the lead role, but one can accept this as part of Sinuhe's character. Victor Mature is, well, Victor Mature. Peter Ustinov is a delight to watch in this type of role, which he always did so well and so wittily. Bella Darvi's performance as Nefer is classically camp, and I find even Michael Wilding's rather dry portrayal of Akenaten to have its own appeal.<br /><br />The historical oddity of Akenaten's monotheism, a brief detour in ancient Egypt's theological history, is interesting, as is Akenaten himself, and well worth reading about; the religious wars portrayed here have a basis in fact.<br /><br />An interesting footnote regarding Darvi, whose birth name was Bayla Wegier: she was a Polish emigre who producer Darryl Zanuck and his wife Violet took under their wing (I believe they may even have adopted her). Her screen name Darvi is formed from Zannuck's and his wife's first names. She continued her acting career in France, but never achieved great success and, after a rather unhappy life, died at her own hand in 1971.<br /><br />Altogether this is an interesting film and enjoyable to watch for the visual values alone. American Movie Classics shows this occasionally in letterbox, which is essential to capturing the scope and sweep of the story.",positive
"Having read another review, I thought this movie would actually be good. I do enjoy the ""B"" movies, but this couldn't even be classed as such. The photography is probably the only half-way decent thing in the movie. But the editing left much to be desired. It was very choppy and staccato. Whoever chose the music and sound did a terrible job. The music was awful, specially anything atmospheric or scene setting. If the acting had been better, they could have pulled the movie off. Unfortunately, I've seen better acting in porn flicks. If you want to see a ""B"" vampire movie, check out 'Blood Ties'. You'll be much more entertained.",negative
"This is one of the worst films I've seen for years. The storyline has potential that is never realized. The actors are a poor choice, but considering the screen writing, their talent isn't wasted. I really wanted everyone dead as quickly as possible so I could get out and watch something else. Unfortunately, I did stay to the end and had a laugh at the murmurs of people moaning about how crappy this is. There wasn't booing, after all, this is England, just gentle moans about how crap that was. Then, I look on IMDb and see 288 people have given it 10 out of 10. I really just cannot see how those people are able to give that score. They must be a PR company working with the distributor. There's a hilarious set problem towards the end of the film, when in the graveyard and the hick attacks, look out for the dodgy scenery that rocks when touched (supposed to be a brick wall) - the blood effects are waaaay OTT - the film feels like everyone is making a spoof horror except the Director.",negative
"This reminded me of Spinal Tap, on a more serious level. It's the story of a band doing a reunion tour, but things are not harmonious between them. I was especially impressed with the performance of Bill Nighy as Ray. You felt sorry for him, yet he had a certain creepiness about him. It's a great movie to watch if you have ever seen your favorite band get wrinkly,old and pathetic.Bittersweet, highly recommended..",positive
"I watched this last night for the first time in 40 years. It's bad. Really bad. But it has enough hilariously awful moments, that it's worth watching. First of all, was it deliberate to make the boy being babysat completely effeminate? He even says to Costello a la Mae West ""you fascinate me!"" as Costello does a double take. God only knows what would have have happened if the babysitter had been a hunk. THIS kid would have seduced him in a heartbeat! Then there's the principal male dancer. He is totally inept. Roar with laughter as he leaps and prances with no talent whatsoever over the giant's grave during He Never Looked Better in His Life. The two romantic leads are zeros, wastes. Abbott gets to sing one line and that was dubbed in by another singer. Geez, I guess he couldn't even carry a tune! Costello does manage to be charming in his I Fear Nothing number, and I guess very small children might like it, but there's not much to recommend it. But oh that seductive effeminate boy! THAT aspect alone blew me away! Plus the fact the family accepted anyone off the street with no references to babysit a child! Today, little femmy boy would be taken away from them!",negative
"Seeing this movie, as I just did for the first time on Turner Classic (which lists it as ""Dangerous Female""), can only multiply your appreciation for the 1941 Bogart-Astor version. Ricardo Cortez must have been getting paid by the smirk. I hope he remembered his dentist and his Brylcreem salesman in his will; they made him the actor he was. The women are all good, but no better than that. Well, Una Merkel is a little better. More interesting are the ""original"" Joel Cairo and Mr. Gutman, who competently deliver many of the individual tics but almost nothing of the set-changing atmospherics of their successors in the roles, Peter Lorre and Sydney Greenstreet. Humphrey Bogart and Mary Astor somehow transcended the essential seediness of their characters in the remake; here, Sam Spade and Ruth Wonderley(!) can't. <br /><br />This movie doesn't exactly stink; it lies there like a big slice of ham. Its chief value today is as a reminder that great movies like the '41 ""Falcon"" don't just happen. On the 1-to-10 scale I rate it a 4, mainly for the camera work and the supporting players.",negative
"While I was watching this movie I never thought I'd be defending it. It's honest enough from the begininning about not having much of a plot. There's no real characters to latch onto except the killer. Some of the acting can be better, but most of it is capable.<br /><br />I know, a three out of ten isn't stellar, but there are reviews saying it was shot poorly and completely useless, etc. I think it set out to do what it's supposed to fairly well. The lighting is minimal at times, more natural than most audiences are used to, but it's supposed top look like a camcorder snuff film. In fact, at times the quality is probably still too high to be true to that, but nobody would make it through tne minutes of camera work that's truly that bad.<br /><br />It's not particularly scary, but it is disturbing at times. There are one or two characters who don't come across as believable at all and the soundtrack does get tiring at times, but overall it was put together cleaner than a lot of camcorder movies.",negative
"Most people, when they think of expressionist cinema, look to the b&w German films of the silent and early sound eras--films that emphasized canted angles, extreme contrasts of light and dark, exaggerated performance, and occasional uses of surrealism to create a dreamlike atmosphere in order to diverge from traditional, naturalistic modes of cinematic representation. If we're willing to accept that the Germans were not the only filmmakers to create expressionist cinema (and that those above-mentioned characteristics are not prerequisites for expressionist film), then I would argue that Dodes'ka-den (DKD) is a prime example of this type of film. <br /><br />Like Dreams, DKD is a little unhinged for a Kurosawa film, dabbling, as it does, in the unreal. However, DKD is also, unlike Dreams, a great film and probably my favorite Kurosawa picture. Why? Mostly, I think, it's the colors. This was, I believe, Kurosawa's first color film, and the man saturates the movie with vibrant primary colors, creating a completely unreal contemporary Japan. We are used to the neon lights and gleaming Tokyo skyscrapers; we are not used to a city that appears to have been colored with crayons. <br /><br />DKD is, as I said, a peculiar film inasmuch as many of its characters live in a junkyard, appearing to live in an alternate universe. That is, I think, the point--these are the Tokyo outsiders, the people left behind during the great move forward following World War II. The film also represents one of Kurosawa's more heartfelt movies; there is genuine sentiment here and genuine pathos (such as when the boy's father describes their dream home). It's an amazingly moving film from a man better known for stunning, John Ford-like vistas and samurais. Everyone should have known Kurosawa had in him a movie as touching and thought provoking as this (Ikiru foreshadows the emotional resonance of this film in many ways). <br /><br />I will also argue, to the last, that this is Kurosawa's greatest achievement. His samurai films, though capable pictures, pale in comparison to works by Kobayashi (Hara-kiri is the greatest, most intelligent samurai film committed to celluloid). Rashomon, Hidden Fortress, Seven Samurai, Yojimbo, Sanjuro, Kagemusha, and Ran are all fine films, but they're merely good (and, frankly, I think that word is too generous for Hidden Fortress and Kagemusha). DKD is a great movie, as is Ikiru. They are the crown jewels that show Akira was not a one-trick samurai pony. They reveal his artistry and mastery of cinema.",positive
